mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_reg_lambda,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.13909122943878174,0.01858744391506438,0.009100699424743652,0.0021499912897157336,0.1,5,80,0.1,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 80, 'reg_lambda': 0.1}",-0.5343068476442386,-0.35975338742686264,-0.44799071531867873,-0.43051680924007035,-0.42658126118756684,-0.4792933397111317,-0.4578557930822651,-0.4452547572508494,-0.4041778563289762,-0.5468651193666705,-0.45325958865573107,0.05338798226092765,19
0.1459442138671875,0.02465357271669897,0.009459114074707032,0.0018523340808357487,0.1,5,80,0.5,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 80, 'reg_lambda': 0.5}",-0.5087991108241386,-0.3737331770030076,-0.4553703841064241,-0.43517629172545047,-0.4138016407841577,-0.47068632534588195,-0.4677145940011694,-0.43472639901664556,-0.41087990756405146,-0.5503687381913783,-0.4521256568562305,0.04833938677487067,17
0.17526702880859374,0.02504383101876036,0.008333611488342284,0.00114164416273759,0.1,5,100,0.05,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'reg_lambda': 0.05}",-0.5373182705826083,-0.38724496559661326,-0.4589385676713918,-0.45614441471870015,-0.4353867570102257,-0.46333737637756445,-0.44862396292480083,-0.449802310538244,-0.41826435227998515,-0.5548624044305615,-0.4609923382130695,0.047821179187147116,29
0.1756666898727417,0.015612488851849295,0.012801814079284667,0.007756962868540974,0.1,5,100,0.1,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'reg_lambda': 0.1}",-0.5413706418049884,-0.3584271603855276,-0.45056617401702764,-0.4368480230448811,-0.4293825452691309,-0.4845892856895808,-0.4604461489836074,-0.44220124924713117,-0.40532761645403825,-0.5508710846460604,-0.45600299295419733,0.055235091365015095,21
0.1642225742340088,0.02286693267298247,0.01107487678527832,0.0077974982307362686,0.1,5,100,0.5,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'reg_lambda': 0.5}",-0.5104754299696518,-0.38048459819707076,-0.46064412171727176,-0.43339755043803313,-0.4159382369922337,-0.4722047538654889,-0.46516850528586856,-0.43608552325374617,-0.4162814888271096,-0.5528154662712885,-0.45434956748177624,0.04740709768915821,20
0.18393890857696532,0.017167948833279722,0.008089351654052734,0.000502570607157305,0.1,5,120,0.05,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 120, 'reg_lambda': 0.05}",-0.5364286330837331,-0.38856530050672755,-0.46003411241990766,-0.46149781952398866,-0.4385581380361622,-0.4628277648979244,-0.45302626726195566,-0.45377014214166006,-0.4198406397774706,-0.5546936225643224,-0.46292424402138527,0.04689971746890149,31
0.1900786876678467,0.012849867177788698,0.008602595329284668,0.001543432780728095,0.1,5,120,0.1,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 120, 'reg_lambda': 0.1}",-0.5403404108514532,-0.35889980573157754,-0.4526290901143535,-0.4403467322709052,-0.43124794533695887,-0.4887560214326486,-0.46028824525353945,-0.4377549414315657,-0.4072404911882077,-0.548312430641829,-0.4565816114253039,0.054525888021508546,23
0.19323983192443847,0.00979857637536799,0.009181594848632813,0.0018545804796394059,0.1,5,120,0.5,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 120, 'reg_lambda': 0.5}",-0.5165229631519392,-0.38224147944860015,-0.4619198300244882,-0.4361064077434803,-0.41627833292808325,-0.47674037609223335,-0.46740151771012045,-0.4433672966022503,-0.4177081909573006,-0.5559662204624061,-0.45742526151209023,0.04823991690413803,24
0.2744934320449829,0.012248334846570457,0.009804129600524902,0.0023407968593995646,0.1,7,80,0.05,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 80, 'reg_lambda': 0.05}",-0.526830866691242,-0.37480815734525996,-0.463345014813937,-0.4770768522048083,-0.4311218450062131,-0.4889553415623052,-0.5013840200309757,-0.4834114277326351,-0.395276526880288,-0.52891616966491,-0.46711262219325744,0.049388851956188404,33
0.28380935192108153,0.013086345226692988,0.010193252563476562,0.0045505570754745496,0.1,7,80,0.1,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 80, 'reg_lambda': 0.1}",-0.49478623673994426,-0.384543141057572,-0.4713992167732399,-0.5015797795226072,-0.424956593101402,-0.4925980663498715,-0.5137762823996253,-0.47524201198897276,-0.4069807412549407,-0.5340695827397569,-0.4699931651927932,0.04634245698125762,45
0.2768488883972168,0.0113247771736065,0.00860297679901123,0.0006076186736845157,0.1,7,80,0.5,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 80, 'reg_lambda': 0.5}",-0.5043424096083267,-0.37710235450392066,-0.4571141802947066,-0.5056019255349311,-0.46674600935219723,-0.4822629117075526,-0.5243047575624061,-0.43982705626723373,-0.396459939260037,-0.5319109286717837,-0.46856724727630955,0.0494811798492687,39
0.34344992637634275,0.013977749076874746,0.009092998504638673,0.000967144916461072,0.1,7,100,0.05,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'reg_lambda': 0.05}",-0.528239534527855,-0.3752659261721202,-0.464321077453868,-0.4772740677143025,-0.4317427343777946,-0.489873730845161,-0.5024027067303951,-0.48387375417007666,-0.3955325070861407,-0.5293344404016742,-0.4677860479479389,0.04956764856136861,34
0.3530543327331543,0.018789473882373006,0.009462618827819824,0.0011781073025349297,0.1,7,100,0.1,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'reg_lambda': 0.1}",-0.49566623195646037,-0.384807225585297,-0.4729315741480224,-0.5018712046251168,-0.42634598361843223,-0.4938371359396996,-0.5144636084599452,-0.4760778954682935,-0.40708699207055904,-0.5340870959489592,-0.4707174947820786,0.04635603738402296,47
0.34072465896606446,0.01766451222297112,0.011353468894958496,0.0071191963175543365,0.1,7,100,0.5,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'reg_lambda': 0.5}",-0.5045030080324843,-0.3768865276185812,-0.45804863255693695,-0.5053156630398727,-0.46625849339757813,-0.4830616371990747,-0.5247621793133486,-0.4409129206293695,-0.39619089495947135,-0.5319070049497358,-0.46878469616964535,0.049543575632049835,40
0.3906765699386597,0.03309524198518505,0.009139299392700195,0.0012638050877221679,0.1,7,120,0.05,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 120, 'reg_lambda': 0.05}",-0.528486104633957,-0.37547826475544865,-0.4649703691524161,-0.47789984323148027,-0.4318729378919331,-0.4898802485427766,-0.5021999124108657,-0.4840139453137082,-0.39609645439614216,-0.5297668935914666,-0.46806649739201944,0.04951892673223305,35
0.3823902368545532,0.012862022962564081,0.00877070426940918,0.0005646889662968958,0.1,7,120,0.1,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 120, 'reg_lambda': 0.1}",-0.49602332005027283,-0.38508689979094785,-0.47330386687360315,-0.5022754074660459,-0.42601941281524486,-0.49444124626402974,-0.5138799610681439,-0.4765395507740925,-0.4073018523898302,-0.5343108794507119,-0.47091823969429225,0.04636643592168985,48
0.37821040153503416,0.01522523605466017,0.009408664703369141,0.0008025781247753366,0.1,7,120,0.5,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 120, 'reg_lambda': 0.5}",-0.5048483661679392,-0.37757890867480565,-0.45829277622039427,-0.5055471429730383,-0.4663144919894293,-0.4836217768275707,-0.5254340589190488,-0.44107926415743265,-0.3964212610847517,-0.5318768248806087,-0.46910148718950195,0.04949717553214106,41
0.047669601440429685,0.0016676682054766391,0.008513832092285156,0.0012129602804679888,0.3,2,80,0.05,"{'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 80, 'reg_lambda': 0.05}",-0.49412859111743324,-0.40220182195199594,-0.4444539177020328,-0.43689247292922745,-0.39230442357744527,-0.47539848151228253,-0.4475597926408643,-0.43065829106292364,-0.4144175626325718,-0.5353217392373685,-0.4473337094364146,0.04154912920111532,13
0.04863052368164063,0.002152591011170442,0.008456206321716309,0.0008962071899279011,0.3,2,80,0.1,"{'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 80, 'reg_lambda': 0.1}",-0.4883367456694986,-0.4071499676718909,-0.42899119648214845,-0.4252401710419223,-0.3618986045799997,-0.4686318745698439,-0.45423349210896385,-0.41850372682565995,-0.40368538277899224,-0.5360429312683938,-0.43927140929973135,0.04677242115181426,11
0.046710538864135745,0.0010694490921389684,0.008069181442260742,0.0005768579494507295,0.3,2,80,0.5,"{'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 80, 'reg_lambda': 0.5}",-0.483683607953886,-0.3808447468791939,-0.421803914784727,-0.4405557075974634,-0.3895931236022595,-0.46957861215850677,-0.4321700598673274,-0.4138773550662564,-0.38902154189116395,-0.5377049316967127,-0.4358833601497497,0.04676969698684598,10
0.0612645149230957,0.0056874872068391645,0.008619594573974609,0.0007977952490313467,0.3,2,100,0.05,"{'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 100, 'reg_lambda': 0.05}",-0.50006767836906,-0.39200190366552645,-0.4477123887581994,-0.4395297422277489,-0.3829733250068601,-0.4844391772194585,-0.448041802396965,-0.4451388083558823,-0.4360918038812791,-0.54402599327097,-0.45200226231519497,0.045481582706657156,16
0.058335518836975096,0.0026782719145643863,0.008540844917297364,0.0019363955490585096,0.3,2,100,0.1,"{'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 100, 'reg_lambda': 0.1}",-0.49101859831743394,-0.42470302786882796,-0.442302257933352,-0.43546388853937223,-0.36076517985680456,-0.48706380308032887,-0.4575683633146286,-0.4238730915353159,-0.4187385801552377,-0.5398752099911667,-0.44813720005924684,0.0465721156655749,14
0.05986943244934082,0.003975055889357476,0.009211325645446777,0.0013738854948187969,0.3,2,100,0.5,"{'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 100, 'reg_lambda': 0.5}",-0.49524012663861916,-0.3895910303971205,-0.4269885480586377,-0.4464597430193582,-0.39519249404359225,-0.46949922304110386,-0.4512431257750463,-0.40814546159587356,-0.4032464657405013,-0.5548212377494842,-0.44404274560593376,0.04918729430626753,12
0.0648500919342041,0.0026803410680230006,0.008562517166137696,0.001161164417000404,0.3,2,120,0.05,"{'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 120, 'reg_lambda': 0.05}",-0.5145538309611263,-0.3865817531608479,-0.4541765611308142,-0.4422856940619536,-0.38517652831572297,-0.49197926158771177,-0.459477709603427,-0.44201627586295056,-0.4409210752279387,-0.5480055922032537,-0.45651742821157465,0.048627859598348165,22
0.0715470552444458,0.00869628571474375,0.009399890899658203,0.00238262504991256,0.3,2,120,0.1,"{'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 120, 'reg_lambda': 0.1}",-0.4991416744960395,-0.427673003071975,-0.45691491157692876,-0.43640675357183406,-0.35918092122667455,-0.49266846029086625,-0.4569039758000579,-0.42370104005743653,-0.42381690582011594,-0.5488461232535724,-0.45252537691655004,0.0493419996360059,18
0.06832246780395508,0.003066711121441069,0.008799338340759277,0.0017522986305517818,0.3,2,120,0.5,"{'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 120, 'reg_lambda': 0.5}",-0.5117371093178904,-0.389325162589993,-0.43628655262673943,-0.4487319904041163,-0.394168553412112,-0.470484549434295,-0.4475457758277197,-0.420984410542183,-0.40772044393794055,-0.55892781202257,-0.4485912360115559,0.050695414805904136,15
0.1288769483566284,0.009035710713141359,0.008533120155334473,0.0011444664247917725,0.3,5,80,0.05,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 80, 'reg_lambda': 0.05}",-0.5285602556310081,-0.37954607342782376,-0.4911626889578485,-0.4341362952653261,-0.44702748282049926,-0.5000112468126441,-0.4744260774473289,-0.45226392890003175,-0.42239207310397897,-0.5633192629388891,-0.46928453853053786,0.05106636039626528,42
0.1357194662094116,0.005280827660301647,0.00839700698852539,0.0006912537603119082,0.3,5,80,0.1,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 80, 'reg_lambda': 0.1}",-0.542165858056556,-0.34933352232317183,-0.45529274513010265,-0.4254343008580695,-0.4411738996525899,-0.49409809239366526,-0.5297273651905458,-0.4531202978405801,-0.42958684136663877,-0.5615492403290738,-0.4681482163140993,0.061003979520191,36
0.12782640457153321,0.007464933408787658,0.008576083183288574,0.0007574399464515407,0.3,5,80,0.5,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 80, 'reg_lambda': 0.5}",-0.5165359581753016,-0.3839778019767278,-0.4824075758633839,-0.457386077226118,-0.46325842914113635,-0.46748542277170596,-0.4316712329778927,-0.43942145654241765,-0.38971847822376854,-0.5513704641655667,-0.4583232897064019,0.04902775343081205,25
0.1533095121383667,0.006474573541718702,0.007981824874877929,0.0004045940780127465,0.3,5,100,0.05,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 100, 'reg_lambda': 0.05}",-0.5288120467314159,-0.378411331130135,-0.49060449374358495,-0.43538361095702016,-0.44737826652111506,-0.5000530997483499,-0.4752370158562342,-0.4534293405450651,-0.42387621678128196,-0.5631768200981722,-0.4696362242112374,0.05098541480912926,43
0.15189602375030517,0.004868142564830226,0.009881138801574707,0.003648365791349486,0.3,5,100,0.1,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 100, 'reg_lambda': 0.1}",-0.5421502572026295,-0.34968827327759555,-0.45651671257244497,-0.4257244502058118,-0.4410874285347327,-0.4946634990288404,-0.5302018613852781,-0.45376180589453946,-0.4293552648188104,-0.5612315774851006,-0.4684381130405784,0.06091441775600527,37
0.15299382209777831,0.004115538709864544,0.008463811874389649,0.0007862403758487931,0.3,5,100,0.5,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 100, 'reg_lambda': 0.5}",-0.5176555096418608,-0.3819091251029681,-0.4819271928711533,-0.4581290922726855,-0.463561329108691,-0.4677142518110965,-0.4327408576144444,-0.43982080165044607,-0.38967217359978373,-0.5517492203626821,-0.4584879554035811,0.04946732059405977,26
0.17715370655059814,0.006305377053173727,0.008224177360534667,0.0006850046434405347,0.3,5,120,0.05,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 120, 'reg_lambda': 0.05}",-0.5292434236072397,-0.3781254619136955,-0.49085699100613567,-0.43578117176743353,-0.44728142980231456,-0.5004457428113079,-0.47570713868089975,-0.4535487608818776,-0.4242180880443014,-0.5631906647018173,-0.46983988732170234,0.05107168956037295,44
0.17629606723785402,0.004680275551236362,0.00843980312347412,0.000542823056601738,0.3,5,120,0.1,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 120, 'reg_lambda': 0.1}",-0.5424965135728882,-0.3490466718438128,-0.4563994231707051,-0.42610858097211873,-0.44108782486737863,-0.4946826801006546,-0.530461529129616,-0.45392263480031336,-0.4298129474846522,-0.561065868797002,-0.4685084674739143,0.061026105993926404,38
0.18055872917175292,0.004796196269137422,0.008369040489196778,0.0008435823794723904,0.3,5,120,0.5,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 120, 'reg_lambda': 0.5}",-0.5183624145285767,-0.3818741843875388,-0.4826065724145322,-0.45819919102949236,-0.46425155923142225,-0.46782629473800835,-0.43269904749879884,-0.43981222537343523,-0.3899654388722181,-0.5517126873914705,-0.4587309615465493,0.049554295087341306,27
0.17760031223297118,0.005751632322746204,0.00847322940826416,0.00047451397549164756,0.3,7,80,0.05,"{'learning_rate': 0.3, 'max_depth': 7, 'n_estimators': 80, 'reg_lambda': 0.05}",-0.5411017075910828,-0.4003142490625188,-0.4876538876254455,-0.5342505897578163,-0.4609659798989263,-0.5066066338101703,-0.45469617990071837,-0.45502142038664545,-0.364442439233875,-0.5241661645244947,-0.47292192517916937,0.05497506180099575,50
0.18394093513488768,0.008557012965502528,0.009327411651611328,0.001075724517434742,0.3,7,80,0.1,"{'learning_rate': 0.3, 'max_depth': 7, 'n_estimators': 80, 'reg_lambda': 0.1}",-0.5727280268680688,-0.4273236309114853,-0.4692432309835345,-0.5208244001017602,-0.4483993122927892,-0.5373652645732961,-0.4938905921630889,-0.5112709558497701,-0.4125191685100945,-0.5545583207950747,-0.49481229030489626,0.051511543562248685,73
0.19850704669952393,0.00749413445584397,0.00944821834564209,0.002240876632027031,0.3,7,80,0.5,"{'learning_rate': 0.3, 'max_depth': 7, 'n_estimators': 80, 'reg_lambda': 0.5}",-0.5277684575590305,-0.37627907499272223,-0.4796000283396056,-0.4921505428463504,-0.4523966330483667,-0.5052872797439009,-0.4945723897590597,-0.4583666854519022,-0.42593470671488537,-0.5371942672871308,-0.47495500657429546,0.046053359571400714,56
0.1950894832611084,0.013614613406066288,0.010088634490966798,0.003812160557182303,0.3,7,100,0.05,"{'learning_rate': 0.3, 'max_depth': 7, 'n_estimators': 100, 'reg_lambda': 0.05}",-0.5411017075910828,-0.4003142490625188,-0.4876538876254455,-0.5342505897578163,-0.4609659798989263,-0.5066066338101703,-0.45469617990071837,-0.45502142038664545,-0.364442439233875,-0.5241661645244947,-0.47292192517916937,0.05497506180099575,50
0.1997028112411499,0.024608780541504883,0.00971066951751709,0.0017688944001216257,0.3,7,100,0.1,"{'learning_rate': 0.3, 'max_depth': 7, 'n_estimators': 100, 'reg_lambda': 0.1}",-0.5727280268680688,-0.4273236309114853,-0.4692432309835345,-0.5208244001017602,-0.4483993122927892,-0.5373652645732961,-0.4938905921630889,-0.5112709558497701,-0.4125191685100945,-0.5545583207950747,-0.49481229030489626,0.051511543562248685,73
0.20841331481933595,0.015351784333986969,0.00919344425201416,0.0007177089142349912,0.3,7,100,0.5,"{'learning_rate': 0.3, 'max_depth': 7, 'n_estimators': 100, 'reg_lambda': 0.5}",-0.5277684575590305,-0.37627907499272223,-0.4796000283396056,-0.4921505428463504,-0.4523966330483667,-0.5052872797439009,-0.4945723897590597,-0.4583666854519022,-0.42593470671488537,-0.537194249309923,-0.4749550047765747,0.046053357141853726,54
0.19106438159942626,0.006691495027573825,0.008321690559387206,0.0003366958629017085,0.3,7,120,0.05,"{'learning_rate': 0.3, 'max_depth': 7, 'n_estimators': 120, 'reg_lambda': 0.05}",-0.5411017075910828,-0.4003142490625188,-0.4876538876254455,-0.5342505897578163,-0.4609659798989263,-0.5066066338101703,-0.45469617990071837,-0.45502142038664545,-0.364442439233875,-0.5241661645244947,-0.47292192517916937,0.05497506180099575,50
0.19146828651428222,0.0055885360436209435,0.008212423324584961,0.0005873378299806893,0.3,7,120,0.1,"{'learning_rate': 0.3, 'max_depth': 7, 'n_estimators': 120, 'reg_lambda': 0.1}",-0.5727280268680688,-0.4273236309114853,-0.4692432309835345,-0.5208244001017602,-0.4483993122927892,-0.5373652645732961,-0.4938905921630889,-0.5112709558497701,-0.4125191685100945,-0.5545583207950747,-0.49481229030489626,0.051511543562248685,73
0.20482444763183594,0.010167292128298675,0.008386349678039551,0.00116841029740833,0.3,7,120,0.5,"{'learning_rate': 0.3, 'max_depth': 7, 'n_estimators': 120, 'reg_lambda': 0.5}",-0.5277684575590305,-0.37627907499272223,-0.4796000283396056,-0.4921505428463504,-0.4523966330483667,-0.5052872797439009,-0.4945723897590597,-0.4583666854519022,-0.42593470671488537,-0.537194249309923,-0.4749550047765747,0.046053357141853726,54
0.05000693798065185,0.002583214222962329,0.009245657920837402,0.0018087358663837426,0.5,2,80,0.05,"{'learning_rate': 0.5, 'max_depth': 2, 'n_estimators': 80, 'reg_lambda': 0.05}",-0.5183312153989581,-0.42163496324800087,-0.4503333380225862,-0.46966321052641674,-0.3958209844135132,-0.4890661688212362,-0.4641159478021092,-0.448193449407451,-0.4519364222741024,-0.5360109859122267,-0.4645106685826601,0.03977509592147944,32
0.05011727809906006,0.003020961113419149,0.008126330375671387,0.0005831424074276131,0.5,2,80,0.1,"{'learning_rate': 0.5, 'max_depth': 2, 'n_estimators': 80, 'reg_lambda': 0.1}",-0.5396008476913998,-0.404211988612604,-0.4714989436990576,-0.4573335023154186,-0.42751685899209796,-0.5045134184965004,-0.49522596051956613,-0.46037108069007937,-0.4441514538529264,-0.5332379295612941,-0.4737661984430945,0.04193498122199233,53
0.048880910873413085,0.003630847994983798,0.008368563652038575,0.0006788055309869358,0.5,2,80,0.5,"{'learning_rate': 0.5, 'max_depth': 2, 'n_estimators': 80, 'reg_lambda': 0.5}",-0.49761453174421494,-0.42933128538870374,-0.4587505881386468,-0.45012705807587783,-0.4067574019188999,-0.4776799428812713,-0.4378532904429266,-0.46952607829404197,-0.4395538292364352,-0.5551330472799056,-0.4622327053400924,0.0394987714509693,30
0.059589695930480954,0.004069042691747558,0.008227348327636719,0.0009006492998676868,0.5,2,100,0.05,"{'learning_rate': 0.5, 'max_depth': 2, 'n_estimators': 100, 'reg_lambda': 0.05}",-0.5469055462214649,-0.4153400428492831,-0.46033643978821087,-0.4759607167232058,-0.40923419975993297,-0.49009884269730664,-0.4562002601157969,-0.4565197033323609,-0.45656837905657377,-0.536697591807267,-0.47038617223514034,0.042576016223893065,46
0.058257222175598145,0.004375642430567139,0.008158159255981446,0.000550830428079736,0.5,2,100,0.1,"{'learning_rate': 0.5, 'max_depth': 2, 'n_estimators': 100, 'reg_lambda': 0.1}",-0.5563426208188352,-0.40678616211813073,-0.47083422902719585,-0.4888190876585773,-0.44630280396151245,-0.5083859422944976,-0.51264713355424,-0.4696169649704618,-0.4524669852805301,-0.5345999169039163,-0.48468018465878976,0.04240911635854474,62
0.05659797191619873,0.0022725586781466977,0.007842755317687989,0.000557422336601946,0.5,2,100,0.5,"{'learning_rate': 0.5, 'max_depth': 2, 'n_estimators': 100, 'reg_lambda': 0.5}",-0.5162440435388248,-0.4421401082932274,-0.4641242326353947,-0.45227597775807554,-0.4178701635226665,-0.4745573445842158,-0.4523646125403805,-0.49165378315032005,-0.4416916415441713,-0.5729980400765484,-0.4725919947643825,0.042572653477510554,49
0.06619925498962402,0.00390049044933802,0.008201336860656739,0.0005743655630903985,0.5,2,120,0.05,"{'learning_rate': 0.5, 'max_depth': 2, 'n_estimators': 120, 'reg_lambda': 0.05}",-0.5407543029307796,-0.42727049243730786,-0.4708393327978054,-0.4886644607917683,-0.4274823924787216,-0.5037681121283029,-0.4628279413579917,-0.4670224896040773,-0.45494654264496037,-0.5439017210848256,-0.4787477788256541,0.0388744385543286,58
0.06929478645324708,0.00523128056776342,0.007941007614135742,0.0006739916122748984,0.5,2,120,0.1,"{'learning_rate': 0.5, 'max_depth': 2, 'n_estimators': 120, 'reg_lambda': 0.1}",-0.5589595045726611,-0.41454049053913394,-0.4671006783880151,-0.48540529015060563,-0.4474425756933595,-0.5121327596607202,-0.518337619635886,-0.46674119838691214,-0.4520462130195741,-0.5476785828108222,-0.4870384912857689,0.043954101746442466,63
